## ENSEMBL VARIANT EFFECT PREDICTOR v105.0
## Output produced at 2023-02-09 15:03:05
## Using cache in /home/hjb_xxf/ssd_1/homo_sapiens/105_GRCh38
## Using API version 105, DB version ?
## ensembl version 105.f357e33
## ensembl-funcgen version 105.660df8f
## ensembl-variation version 105.ac8178e
## ensembl-io version 105.2a0a40c
## ClinVar version 202201
## gnomADe version r2.1.1
## assembly version GRCh38.p13
## gnomADg version v3.1.2
## dbSNP version 154
## COSMIC version 95
## HGMD-PUBLIC version 20204
## sift version sift5.2.2
## polyphen version 2.2.2
## 1000genomes version phase3
## regbuild version 1.0
## gencode version GENCODE 41
## genebuild version 2014-07
## Column descriptions:
## Uploaded_variation : Identifier of uploaded variant
## Location : Location of variant in standard coordinate format (chr:start or chr:start-end)
## Allele : The variant allele used to calculate the consequence
## Gene : Stable ID of affected gene
## Feature : Stable ID of feature
## Feature_type : Type of feature - Transcript, RegulatoryFeature or MotifFeature
## Consequence : Consequence type
## cDNA_position : Relative position of base pair in cDNA sequence
## CDS_position : Relative position of base pair in coding sequence
## Protein_position : Relative position of amino acid in protein
## Amino_acids : Reference and variant amino acids
## Codons : Reference and variant codon sequence
## Existing_variation : Identifier(s) of co-located known variants
## Extra column keys:
## IMPACT : Subjective impact classification of consequence type
## DISTANCE : Shortest distance from variant to transcript
## STRAND : Strand of the feature (1/-1)
## FLAGS : Transcript quality flags
#Uploaded_variation	Location	Allele	Gene	Feature	Feature_type	Consequence	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	Extra
chr2_187807112_insertion	chr2:187807112	insertion	ENSG00000231689	ENST00000434418	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_188298369_insertion	chr2:188298369	insertion	ENSG00000144366	ENST00000409830	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_190849021_insertion	chr2:190849021	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_191211231_insertion	chr2:191211231	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_191251858_insertion	chr2:191251858	insertion	ENSG00000128641	ENST00000392318	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_191251871_insertion	chr2:191251871	insertion	ENSG00000128641	ENST00000392318	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_191479245_insertion	chr2:191479245	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_192039948_insertion	chr2:192039948	insertion	ENSG00000144339	ENST00000272771	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_193701725_insertion	chr2:193701725	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_194249183_insertion	chr2:194249183	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_194291194_insertion	chr2:194291194	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_194291222_insertion	chr2:194291222	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_195091618_insertion	chr2:195091618	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_195350093_insertion	chr2:195350093	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_197890683_insertion	chr2:197890683	insertion	ENSG00000115896	ENST00000428675	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_201777241_insertion	chr2:201777241	insertion	ENSG00000003393	ENST00000264276	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_201915285_insertion	chr2:201915285	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_205383088_insertion	chr2:205383088	insertion	ENSG00000116117	ENST00000406610	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_206935821_insertion	chr2:206935821	insertion	ENSG00000144410	ENST00000272852	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3697;STRAND=1
chr2_207830681_insertion	chr2:207830681	insertion	ENSG00000178385	ENST00000427836	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_211059120_insertion	chr2:211059120	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_211458286_insertion	chr2:211458286	insertion	ENSG00000178568	ENST00000342788	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_211782453_insertion	chr2:211782453	insertion	ENSG00000178568	ENST00000342788	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_212060702_insertion	chr2:212060702	insertion	ENSG00000178568	ENST00000342788	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_212101346_insertion	chr2:212101346	insertion	ENSG00000178568	ENST00000342788	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_212207895_insertion	chr2:212207895	insertion	ENSG00000178568	ENST00000342788	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_212551016_insertion	chr2:212551016	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_212685246_insertion	chr2:212685246	insertion	ENSG00000273118	ENST00000415387	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_212685259_insertion	chr2:212685259	insertion	ENSG00000273118	ENST00000415387	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_213642625_insertion	chr2:213642625	insertion	ENSG00000144451	ENST00000331683	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_215279767_insertion	chr2:215279767	insertion	ENSG00000237571	ENST00000448086	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1820;STRAND=1
chr2_217415546_insertion	chr2:217415546	insertion	ENSG00000231672	ENST00000486365	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_218334059_insertion	chr2:218334059	insertion	ENSG00000127838	ENST00000273077	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_219367993_insertion	chr2:219367993	insertion	ENSG00000123992	ENST00000273075	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=4050;STRAND=-1
chr2_222965530_insertion	chr2:222965530	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_227158673_insertion	chr2:227158673	insertion	ENSG00000081052	ENST00000396625	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_227393563_insertion	chr2:227393563	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_227601482_insertion	chr2:227601482	insertion	ENSG00000284643	ENST00000641394	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2227;STRAND=1
chr2_228684435_insertion	chr2:228684435	insertion	ENSG00000228226	ENST00000442062	Transcript	non_coding_transcript_exon_variant,feature_elongation	146	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.10
chr2_228874214_insertion	chr2:228874214	insertion	ENSG00000153823	ENST00000482518	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_229084848_insertion	chr2:229084848	insertion	ENSG00000153823	ENST00000392055	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_229437736_insertion	chr2:229437736	insertion	ENSG00000187957	ENST00000341772	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_229685364_insertion	chr2:229685364	insertion	ENSG00000187957	ENST00000341772	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_231415154_insertion	chr2:231415154	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_233722801_insertion	chr2:233722801	insertion	ENSG00000244474	ENST00000373409	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_234017165_insertion	chr2:234017165	insertion	ENSG00000144481	ENST00000324695	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_235426842_insertion	chr2:235426842	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_235687829_insertion	chr2:235687829	insertion	ENSG00000157985	ENST00000304032	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_236357392_insertion	chr2:236357392	insertion	ENSG00000132321	ENST00000409907	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_236366768_insertion	chr2:236366768	insertion	ENSG00000132321	ENST00000409907	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_236491153_insertion	chr2:236491153	insertion	ENSG00000132321	ENST00000409907	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_237681681_insertion	chr2:237681681	insertion	ENSG00000124831	ENST00000308482	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_237681698_insertion	chr2:237681698	insertion	ENSG00000124831	ENST00000308482	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_238296084_insertion	chr2:238296084	insertion	ENSG00000283635	ENST00000637634	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.01
chr2_238961646_insertion	chr2:238961646	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_238989031_insertion	chr2:238989031	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_239723992_insertion	chr2:239723992	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_239909813_insertion	chr2:239909813	insertion	ENSG00000130414	ENST00000419408	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;FLAGS=cds_start_NF;OverlapBP=1;OverlapPC=0.00
chr2_240308826_insertion	chr2:240308826	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_240308938_insertion	chr2:240308938	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_240527293_insertion	chr2:240527293	insertion	ENSG00000144504	ENST00000401804	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_240917240_insertion	chr2:240917240	insertion	ENSG00000226321	ENST00000690015	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_241264108_insertion	chr2:241264108	insertion	ENSG00000115677	ENST00000310931	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr20_1877129_insertion	chr20:1877129	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_2295675_insertion	chr20:2295675	insertion	ENSG00000125780	ENST00000381458	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=326;STRAND=1
chr20_3840037_insertion	chr20:3840037	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_4102255_insertion	chr20:4102255	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_5168272_insertion	chr20:5168272	insertion	ENSG00000101290	ENST00000460006	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_5287674_insertion	chr20:5287674	insertion	ENSG00000225022	ENST00000436669	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=4714;STRAND=-1
chr20_7142981_insertion	chr20:7142981	insertion	ENSG00000228888	ENST00000449581	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3486;STRAND=-1
chr20_7405369_insertion	chr20:7405369	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_8278266_insertion	chr20:8278266	insertion	ENSG00000182621	ENST00000338037	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_9660421_insertion	chr20:9660421	insertion	ENSG00000101349	ENST00000353224	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr20_10377371_insertion	chr20:10377371	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_10377384_insertion	chr20:10377384	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_12558810_insertion	chr20:12558810	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_13268115_insertion	chr20:13268115	insertion	ENSG00000101230	ENST00000262487	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_13600350_insertion	chr20:13600350	insertion	ENSG00000089123	ENST00000337743	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr20_14548437_insertion	chr20:14548437	insertion	ENSG00000172264	ENST00000684519	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_14754811_insertion	chr20:14754811	insertion	ENSG00000172264	ENST00000684519	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_15126128_insertion	chr20:15126128	insertion	ENSG00000172264	ENST00000684519	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_15126129_insertion	chr20:15126129	insertion	ENSG00000172264	ENST00000684519	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_17197190_insertion	chr20:17197190	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_17416487_insertion	chr20:17416487	insertion	ENSG00000125851	ENST00000262545	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_18023207_insertion	chr20:18023207	insertion	ENSG00000125850	ENST00000278780	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=956;STRAND=-1
chr20_18095902_insertion	chr20:18095902	insertion	ENSG00000252597	ENST00000516788	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=270;STRAND=-1
chr20_18261175_insertion	chr20:18261175	insertion	ENSG00000266720	ENST00000579715	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2324;STRAND=-1
chr20_18261177_insertion	chr20:18261177	insertion	ENSG00000266720	ENST00000579715	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2326;STRAND=-1
chr20_18318872_insertion	chr20:18318872	insertion	ENSG00000125846	ENST00000425686	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1876;STRAND=1
chr20_18610776_insertion	chr20:18610776	insertion	ENSG00000125821	ENST00000377452	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_21022071_insertion	chr20:21022071	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_21869266_insertion	chr20:21869266	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_22481368_insertion	chr20:22481368	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_22481374_insertion	chr20:22481374	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_22619061_insertion	chr20:22619061	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_23240443_insertion	chr20:23240443	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_31330480_insertion	chr20:31330480	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_31394351_insertion	chr20:31394351	insertion	ENSG00000180483	ENST00000376321	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3761;STRAND=-1
chr20_31394424_insertion	chr20:31394424	insertion	ENSG00000180483	ENST00000376321	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3834;STRAND=-1
chr20_33492393_insertion	chr20:33492393	insertion	ENSG00000078699	ENST00000342704	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_34205634_insertion	chr20:34205634	insertion	ENSG00000101440	ENST00000568305	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_34243476_insertion	chr20:34243476	insertion	ENSG00000101440	ENST00000374954	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_34243477_insertion	chr20:34243477	insertion	ENSG00000101440	ENST00000374954	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_35213932_insertion	chr20:35213932	insertion	ENSG00000229230	ENST00000421424	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=4077;STRAND=1
chr20_37743952_insertion	chr20:37743952	insertion	ENSG00000132792	ENST00000361383	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_38122456_insertion	chr20:38122456	insertion	ENSG00000198959	ENST00000361475	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=4929;STRAND=-1
chr20_39709006_insertion	chr20:39709006	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_39709136_insertion	chr20:39709136	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_39709137_insertion	chr20:39709137	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_41670584_insertion	chr20:41670584	insertion	ENSG00000288843	ENST00000685138	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr20_41708554_insertion	chr20:41708554	insertion	ENSG00000288843	ENST00000685138	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr20_42315091_insertion	chr20:42315091	insertion	ENSG00000196090	ENST00000373187	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr20_42315092_insertion	chr20:42315092	insertion	ENSG00000196090	ENST00000373187	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr20_42577869_insertion	chr20:42577869	insertion	ENSG00000196090	ENST00000373187	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr20_42627268_insertion	chr20:42627268	insertion	ENSG00000196090	ENST00000373187	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr20_42627437_insertion	chr20:42627437	insertion	ENSG00000196090	ENST00000373187	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr20_42990128_insertion	chr20:42990128	insertion	ENSG00000196090	ENST00000373187	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr20_43220177_insertion	chr20:43220177	insertion	ENSG00000240639	ENST00000460953	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2029;STRAND=1
chr20_43395970_insertion	chr20:43395970	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_44904457_insertion	chr20:44904457	insertion	ENSG00000166913	ENST00000353703	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_44958118_insertion	chr20:44958118	insertion	ENSG00000025772	ENST00000372813	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.01
chr20_45710744_insertion	chr20:45710744	insertion	ENSG00000168634	ENST00000305479	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1927;STRAND=1
chr20_45730774_insertion	chr20:45730774	insertion	ENSG00000149651	ENST00000279058	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=4944;STRAND=1
chr20_46501969_insertion	chr20:46501969	insertion	ENSG00000198185	ENST00000692313	Transcript	coding_sequence_variant,feature_elongation	2428	1370	457	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.01
chr20_46635034_insertion	chr20:46635034	insertion	ENSG00000158296	ENST00000279027	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr20_46801581_insertion	chr20:46801581	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_47511433_insertion	chr20:47511433	insertion	ENSG00000124151	ENST00000371998	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_47589929_insertion	chr20:47589929	insertion	ENSG00000124151	ENST00000371998	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_47861150_insertion	chr20:47861150	insertion	ENSG00000215448	ENST00000398959	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=478;STRAND=1
chr20_49138323_insertion	chr20:49138323	insertion	ENSG00000124214	ENST00000371856	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr20_50156254_insertion	chr20:50156254	insertion	ENSG00000240849	ENST00000371652	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2531;STRAND=-1
chr20_50156255_insertion	chr20:50156255	insertion	ENSG00000240849	ENST00000371652	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2532;STRAND=-1
chr20_50156256_insertion	chr20:50156256	insertion	ENSG00000240849	ENST00000371652	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2533;STRAND=-1
chr20_53102040_insertion	chr20:53102040	insertion	ENSG00000182463	ENST00000371497	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_54330811_insertion	chr20:54330811	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr20_54644875_insertion	chr20:54644875	insertion	ENSG00000101134	ENST00000262593	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_54644882_insertion	chr20:54644882	insertion	ENSG00000101134	ENST00000262593	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr20_54644902_insertion	chr20:54644902	insertion	ENSG00000101134	ENST00000262593	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
